Category,CategoryRank,Fund,Tier,Quality,Risk,RiskBand,Expected Holding Period,StrategyPick,Why
Small Cap Fund,21,ITI Small Cap Fund,5. Bottom Tier,13,58,Balanced,3-5 years,No,[-] Lagging past returns | [+] Favourable AUM / capacity
Small Cap Fund,22,Edelweiss Small Cap Fund,5. Bottom Tier,9,55,Balanced,3-5 years,No,[-] Lagging past returns | [-] Inconsistent hit rate
Small Cap Fund,23,SBI Small Cap Fund,5. Bottom Tier,4,50,Balanced,3-5 years,No,[-] Elevated trailing volatility | [+] Strong past momentum
Value Fund,1,Baroda BNP Paribas Value Fund,1. Top Tier,100,43,Balanced,3-5 years,No,[+] Cost efficient structure | [+] Strong long-term consistency
Value Fund,2,Sundaram Value Fund,1. Top Tier,95,20,Conservative,5+ years,No,[+] Strong long-term consistency | [+] Cost efficient structure
Value Fund,3,Quant Value Fund,1. Top Tier,90,72,Aggressive,1-3 years,No,[+] Supported by a management team | [+] Strong long-term consistency
Value Fund,4,Quantum Value Fund,1. Top Tier,85,13,Conservative,5+ years,No,[-] Elevated trailing volatility | [+] Cost efficient structure
Value Fund,5,Groww Value Fund (formerly known as Indiabulls Value Fund),1. Top Tier,80,26,Conservative,5+ years,No,[-] Solo management risk | [+] Strong long-term consistency
Value Fund,6,Tata Value Fund,2. Above Average,75,45,Balanced,3-5 years,No,[+] Stable risk profile | [+] Veteran manager with exceptional tenure
Value Fund,7,Axis Value Fund,2. Above Average,70,33,Balanced,3-5 years,No,[+] Stable risk profile | [-] Lagging past returns
Value Fund,8,Canara Robeco Value Fund,2. Above Average,65,35,Balanced,3-5 years,No,[+] Strong long-term consistency | [+] Stable risk profile
Value Fund,9,HDFC Value Fund,2. Above Average,60,34,Balanced,3-5 years,No,[+] Stable risk profile | [+] Veteran manager with exceptional tenure
Value Fund,10,ITI Value Fund,3. Average,55,50,Balanced,3-5 years,No,[+] Stable risk profile | [+] Favourable AUM / capacity
Value Fund,11,Union Value Fund,3. Average,50,30,Conservative,5+ years,No,[+] Favourable AUM / capacity | [-] Severe historical drawdown
Value Fund,12,Templeton India Value Fund,3. Average,45,30,Conservative,5+ years,No,[+] Strong long-term consistency | [-] Solo management risk
Value Fund,13,Nippon India Value Fund,3. Average,40,35,Balanced,3-5 years,No,[-] Lagging past returns | [+] Stable risk profile
Value Fund,14,Aditya Birla Sun Life Value Fund,4. Below Average,35,57,Balanced,3-5 years,No,[-] Lagging past returns | [-] Expensive TER
Value Fund,15,JM Value Fund,4. Below Average,30,61,Aggressive,1-3 years,No,[-] Lagging past returns | [+] Supported by a management team
Value Fund,16,UTI Value Fund,4. Below Average,25,28,Conservative,5+ years,No,[-] Fund size acting as a drag | [+] Cost efficient structure
Value Fund,17,Bandhan Value Fund,4. Below Average,20,28,Conservative,5+ years,No,[-] Fund size acting as a drag | [+] Supported by a management team
Value Fund,18,ICICI Prudential Value Fund (erstwhile Value Discovery Fund),5. Bottom Tier,15,14,Conservative,5+ years,No,[-] Fund size acting as a drag | [-] Elevated trailing volatility
Value Fund,19,HSBC Value Fund,5. Bottom Tier,10,43,Balanced,3-5 years,No,[-] Fund size acting as a drag | [-] Lagging past returns
Value Fund,20,DSP Value Fund,5. Bottom Tier,5,3,Conservative,5+ years,No,[-] Elevated trailing volatility | [-] Lagging past returns
